,fov,peak,birth_label,birth_time,division_time,sb,sd,delta,elong_rate,tau,width,septum_position
f17p0507t0390r04,17,507,4,390,405,1.830078125,3.3203125,1.4892578125,0.84375,45.0,0.515,0.5107421875
f17p0507t0404r03,17,507,3,404,421,1.9765625,3.974609375,1.998046875,0.7763671875,51.0,0.524,0.474365234375
f17p0507t0407r02,17,507,2,407,416,1.884765625,2.470703125,0.5849609375,0.68017578125,27.0,0.4456,0.552734375
f17p0507t0409r01,17,507,1,409,428,1.9541015625,3.919921875,1.9658203125,0.7822265625,57.0,0.468,0.55126953125
f17p0507t0409r02,17,507,2,409,427,1.7548828125,3.45703125,1.701171875,0.79833984375,54.0,0.478,0.54833984375
f17p0507t0425r04,17,507,4,425,446,1.9033203125,3.974609375,2.072265625,0.78857421875,63.0,0.492,0.49072265625
f17p0507t0446r02,17,507,2,446,462,1.9033203125,3.509765625,1.607421875,0.80322265625,48.0,0.503,0.4443359375
f17p0507t0446r03,17,507,3,446,468,1.6455078125,4.16015625,2.515625,0.73046875,66.0,0.518,0.46875
f17p0507t0449r02,17,507,2,449,468,1.951171875,4.23046875,2.279296875,0.79150390625,57.0,0.4856,0.5380859375
f17p0507t0462r04,17,507,4,462,480,1.9501953125,3.986328125,2.037109375,0.8125,54.0,0.524,0.50634765625
f17p0507t0466r02,17,507,2,466,484,1.8857421875,3.87890625,1.9931640625,0.79931640625,54.0,0.5137,0.457275390625
f17p0507t0484r02,17,507,2,484,499,1.9541015625,3.853515625,1.8994140625,0.85986328125,45.0,0.518,0.489501953125
f17p0507t0484r03,17,507,3,484,497,1.7744140625,2.732421875,0.95751953125,0.779296875,39.0,0.5225,0.5234375
f17p0507t0484r04,17,507,4,484,497,2.10546875,3.798828125,1.6923828125,0.814453125,39.0,0.524,0.4990234375
f17p0581t0004r02,17,581,2,4,23,1.625,3.720703125,2.095703125,0.87109375,57.0,0.5527,0.491943359375
f17p0581t0004r03,17,581,3,4,22,1.6259765625,3.587890625,1.9609375,0.892578125,54.0,0.5103,0.5078125
f17p0581t0005r01,17,581,1,5,20,2.080078125,3.775390625,1.6943359375,0.84716796875,45.0,0.496,0.49951171875
f17p0581t0020r01,17,581,1,20,33,1.8857421875,3.447265625,1.5615234375,0.83447265625,39.0,0.5127,0.50927734375
f17p0581t0020r02,17,581,2,20,37,1.8896484375,3.919921875,2.03125,0.84912109375,51.0,0.5186,0.448974609375
f17p0581t0021r03,17,581,3,21,37,1.5615234375,3.19140625,1.630859375,0.8623046875,48.0,0.5405,0.47021484375
f17p0581t0033r01,17,581,1,33,50,1.755859375,3.599609375,1.8427734375,0.81591796875,51.0,0.4968,0.492919921875
f17p0581t0033r02,17,581,2,33,53,1.69140625,3.658203125,1.9658203125,0.7900390625,60.0,0.51,0.462158203125
f17p0581t0037r03,17,581,3,37,54,1.759765625,3.919921875,2.16015625,0.8466796875,51.0,0.4976,0.467041015625
f17p0581t0050r01,17,581,1,50,70,1.7744140625,3.869140625,2.095703125,0.75048828125,60.0,0.5405,0.50830078125
f17p0581t0050r02,17,581,2,50,67,1.82421875,3.4609375,1.63671875,0.7197265625,51.0,0.4937,0.52734375
f17p0581t0053r03,17,581,3,53,71,1.6904296875,3.71484375,2.0234375,0.8271484375,54.0,0.4924,0.5625
f17p0581t0053r04,17,581,4,53,70,1.966796875,4.03515625,2.06640625,0.81689453125,51.0,0.4905,0.53173828125
f17p0581t0067r03,17,581,3,67,88,1.63671875,4.1171875,2.48046875,0.78515625,63.0,0.516,0.52197265625
f17p0581t0070r02,17,581,2,70,88,1.9033203125,3.97265625,2.0703125,0.81494140625,54.0,0.4973,0.5244140625
f17p0581t0071r04,17,581,4,71,84,2.08984375,3.650390625,1.5625,0.826171875,39.0,0.4666,0.51904296875
f17p0581t0087r03,17,581,3,87,109,2.47265625,4.23828125,1.763671875,0.7568359375,66.0,0.504,0.5693359375
f17p0581t0088r01,17,581,1,88,103,2.083984375,3.771484375,1.6875,0.8671875,45.0,0.472,0.5341796875
f17p0581t0088r02,17,581,2,88,108,1.8896484375,4.3671875,2.4765625,0.72265625,60.0,0.4924,0.56591796875
f17p0581t0088r04,17,581,4,88,103,2.1484375,4.2265625,2.078125,0.89208984375,45.0,0.517,0.52294921875
f17p0581t0103r01,17,581,1,103,120,2.015625,3.64453125,1.6298828125,0.73193359375,51.0,0.4856,0.4814453125
f17p0581t0103r02,17,581,2,103,120,1.755859375,3.515625,1.759765625,0.89697265625,51.0,0.491,0.51806640625
f17p0581t0120r01,17,581,1,120,135,1.7548828125,3.322265625,1.56640625,0.81103515625,45.0,0.496,0.52880859375
f17p0581t0120r02,17,581,2,120,137,1.8896484375,3.48046875,1.5908203125,0.7373046875,51.0,0.504,0.5126953125
f17p0581t0120r03,17,581,3,120,140,1.8212890625,3.919921875,2.099609375,0.80078125,60.0,0.508,0.46533203125
f17p0581t0120r04,17,581,4,120,140,1.6953125,3.83984375,2.146484375,0.77685546875,60.0,0.4814,0.491943359375
f17p0581t0135r01,17,581,1,135,156,1.755859375,3.392578125,1.63671875,0.71875,63.0,0.4983,0.53662109375
f17p0581t0135r02,17,581,2,135,154,1.5654296875,3.384765625,1.8193359375,0.8671875,57.0,0.514,0.499267578125
f17p0581t0137r03,17,581,3,137,152,1.78515625,3.51171875,1.7275390625,0.8662109375,45.0,0.5234,0.444580078125
f17p0581t0137r04,17,581,4,137,155,1.6953125,3.642578125,1.947265625,0.84130859375,54.0,0.512,0.5
f17p0581t0152r03,17,581,3,152,175,1.5615234375,3.97265625,2.412109375,0.8232421875,69.0,0.511,0.4755859375
f17p0581t0152r04,17,581,4,152,172,1.951171875,4.1015625,2.1484375,0.78515625,60.0,0.522,0.460693359375
f17p0581t0154r02,17,581,2,154,171,1.6904296875,3.396484375,1.7060546875,0.8154296875,51.0,0.476,0.47998046875
f17p0581t0156r01,17,581,1,156,173,1.8212890625,3.7109375,1.8896484375,0.83056640625,51.0,0.5186,0.455810546875
f17p0581t0171r04,17,581,4,171,189,1.765625,3.978515625,2.212890625,0.87060546875,54.0,0.495,0.50732421875
f17p0581t0173r01,17,581,1,173,190,1.69140625,3.580078125,1.8896484375,0.86328125,51.0,0.5205,0.5087890625
f17p0581t0173r02,17,581,2,173,188,2.01953125,3.80078125,1.78125,0.83544921875,45.0,0.4932,0.462890625
f17p0581t0173r03,17,581,3,173,188,1.9033203125,3.716796875,1.8134765625,0.8564453125,45.0,0.5034,0.489990234375
f17p0581t0188r02,17,581,2,188,208,1.759765625,3.775390625,2.015625,0.75732421875,60.0,0.517,0.49951171875
f17p0581t0188r03,17,581,3,188,204,2.041015625,4.109375,2.068359375,0.9091796875,48.0,0.494,0.47705078125
f17p0581t0190r01,17,581,1,190,205,1.8212890625,3.259765625,1.439453125,0.75830078125,45.0,0.483,0.5
f17p0581t0190r02,17,581,2,190,206,1.759765625,3.640625,1.8798828125,0.82080078125,48.0,0.5186,0.53564453125
f17p0581t0205r01,17,581,1,205,226,1.6298828125,3.65234375,2.021484375,0.6904296875,63.0,0.5166,0.50146484375
f17p0581t0205r02,17,581,2,205,227,1.6298828125,3.578125,1.947265625,0.794921875,66.0,0.4954,0.50927734375
f17p0581t0206r02,17,581,2,206,226,1.9501953125,3.970703125,2.01953125,0.76611328125,60.0,0.5273,0.52490234375
f17p0581t0206r03,17,581,3,206,228,1.6904296875,4.25,2.560546875,0.82470703125,66.0,0.533,0.476318359375
f17p0581t0226r01,17,581,1,226,243,1.830078125,3.654296875,1.82421875,0.81494140625,51.0,0.5034,0.4638671875
f17p0581t0226r02,17,581,2,226,241,1.8212890625,3.515625,1.693359375,0.85107421875,45.0,0.511,0.499267578125
f17p0581t0226r04,17,581,4,226,247,2.083984375,4.62109375,2.53515625,0.77392578125,63.0,0.529,0.54931640625
f17p0581t0227r03,17,581,3,227,234,1.8212890625,2.666015625,0.84521484375,1.0283203125,21.0,0.5337,0.414306640625
f17p0581t0227r04,17,581,4,227,241,1.755859375,3.515625,1.759765625,0.90625,42.0,0.482,0.51806640625
f17p0581t0241r04,17,581,4,241,260,1.49609375,3.7109375,2.21484375,0.92333984375,57.0,0.475,0.49072265625
f17p0581t0243r01,17,581,1,243,258,1.6953125,3.3515625,1.65625,0.91064453125,45.0,0.535,0.45654296875
f17p0581t0243r02,17,581,2,243,258,1.9599609375,3.716796875,1.7568359375,0.84814453125,45.0,0.4937,0.489990234375
f17p0581t0258r01,17,581,1,258,275,1.5302734375,3.322265625,1.791015625,0.87255859375,51.0,0.5347,0.48974609375
f17p0581t0258r02,17,581,2,258,277,1.8212890625,3.615234375,1.794921875,0.85107421875,57.0,0.4714,0.475830078125
f17p0581t0258r04,17,581,4,258,278,1.8955078125,4.18359375,2.291015625,0.77685546875,60.0,0.4836,0.483642578125
f17p0581t0275r01,17,581,1,275,295,1.6259765625,3.91015625,2.283203125,0.8779296875,60.0,0.5396,0.498779296875
f17p0581t0275r02,17,581,2,275,295,1.6953125,3.978515625,2.28515625,0.86181640625,60.0,0.525,0.4599609375
f17p0581t0295r02,17,581,2,295,309,1.9599609375,3.853515625,1.89453125,0.8974609375,42.0,0.505,0.50634765625
f17p0581t0295r03,17,581,3,295,312,1.830078125,3.70703125,1.876953125,0.8544921875,51.0,0.508,0.4912109375
f17p0581t0309r02,17,581,2,309,323,1.951171875,3.314453125,1.3642578125,0.79833984375,42.0,0.4495,0.548828125
f17p0581t0309r03,17,581,3,309,328,1.9033203125,4.12109375,2.216796875,0.83837890625,57.0,0.4805,0.52685546875
f17p0581t0323r02,17,581,2,323,342,1.625,3.326171875,1.701171875,0.7373046875,57.0,0.517,0.430419921875
f17p0581t0325r01,17,581,1,325,341,1.7744140625,3.39453125,1.6201171875,0.8603515625,48.0,0.547,0.42529296875
f17p0581t0325r02,17,581,2,325,341,1.8955078125,3.646484375,1.7509765625,0.826171875,48.0,0.501,0.51708984375
f17p0581t0341r01,17,581,1,341,358,1.443359375,2.99609375,1.5537109375,0.80810546875,51.0,0.4897,0.4775390625
f17p0581t0341r02,17,581,2,341,359,1.951171875,3.3828125,1.431640625,0.7470703125,54.0,0.4805,0.5
f17p0581t0341r03,17,581,3,341,353,1.8857421875,3.080078125,1.1943359375,0.7060546875,36.0,0.5093,0.55224609375
f17p0581t0341r04,17,581,4,341,360,1.759765625,3.93359375,2.173828125,0.81103515625,57.0,0.4893,0.52978515625
f17p0581t0358r02,17,581,2,358,380,1.5654296875,3.78515625,2.21875,0.783203125,66.0,0.5293,0.5009765625
f17p0581t0359r02,17,581,2,359,374,1.69140625,2.94140625,1.25,0.69775390625,45.0,0.5312,0.4033203125
f17p0581t0374r04,17,581,4,374,392,1.7548828125,3.83984375,2.0859375,0.87744140625,54.0,0.5005,0.491943359375
f17p0581t0380r01,17,581,1,380,398,1.6298828125,3.271484375,1.640625,0.85302734375,54.0,0.4985,0.477294921875
f17p0581t0380r02,17,581,2,380,397,1.8896484375,3.96875,2.080078125,0.77587890625,51.0,0.4978,0.5087890625
f17p0581t0380r03,17,581,3,380,397,1.8955078125,3.87109375,1.9755859375,0.81689453125,51.0,0.5483,0.54150390625
f17p0581t0380r04,17,581,4,380,396,1.8896484375,3.40234375,1.5126953125,0.82568359375,48.0,0.5176,0.462158203125
f17p0581t0397r03,17,581,3,397,412,1.9501953125,3.8359375,1.8857421875,0.94921875,45.0,0.49,0.440673828125
f17p0581t0397r04,17,581,4,397,409,2.095703125,3.78515625,1.6884765625,0.9921875,36.0,0.513,0.51806640625
f17p0581t0398r01,17,581,1,398,415,1.5615234375,3.25,1.6884765625,0.80859375,51.0,0.5044,0.5
f17p0581t0415r01,17,581,1,415,435,1.625,3.51171875,1.8857421875,0.79833984375,60.0,0.5054,0.5185546875
f17p0581t0415r02,17,581,2,415,432,1.625,3.33984375,1.71484375,0.83837890625,51.0,0.515,0.435302734375
f17p0581t0415r03,17,581,3,415,431,1.625,3.25,1.625,0.76513671875,48.0,0.5117,0.47998046875
f17p0581t0415r04,17,581,4,415,432,2.015625,3.45703125,1.4404296875,0.70458984375,51.0,0.5024,0.473388671875
f17p0581t0431r04,17,581,4,431,450,1.6904296875,3.521484375,1.83203125,0.814453125,57.0,0.551,0.480224609375
f17p0581t0432r02,17,581,2,432,446,1.453125,2.666015625,1.212890625,0.8642578125,42.0,0.514,0.488037109375
f17p0581t0435r01,17,581,1,435,451,1.8212890625,3.482421875,1.662109375,0.77685546875,48.0,0.5283,0.54248046875
f17p0581t0435r02,17,581,2,435,451,1.6904296875,3.58984375,1.900390625,0.921875,48.0,0.511,0.473876953125
f17p0581t0451r01,17,581,1,451,466,1.8896484375,3.525390625,1.6357421875,0.8583984375,45.0,0.4988,0.480712890625
f17p0581t0451r04,17,581,4,451,468,1.8896484375,3.849609375,1.9599609375,0.80517578125,51.0,0.4785,0.5078125
f17p0581t0466r01,17,581,1,466,485,1.6953125,3.716796875,2.021484375,0.80419921875,57.0,0.5103,0.489990234375
f17p0581t0466r02,17,581,2,466,482,1.830078125,3.515625,1.685546875,0.84228515625,48.0,0.5234,0.482177734375
f17p0656t0017r02,17,656,2,17,34,1.6259765625,3.26171875,1.6357421875,0.74462890625,51.0,0.4724,0.498291015625
f17p0656t0018r02,17,656,2,18,39,1.69140625,3.74609375,2.0546875,0.75927734375,63.0,0.5425,0.496826171875
f17p0656t0039r03,17,656,3,39,49,1.861328125,2.603515625,0.7421875,0.77001953125,30.0,0.4988,0.57470703125
f17p0656t0039r04,17,656,4,39,53,1.884765625,3.322265625,1.4365234375,0.794921875,42.0,0.537,0.48974609375
f17p0656t0053r02,17,656,2,53,69,1.966796875,3.45703125,1.4892578125,0.705078125,48.0,0.5586,0.473388671875
f17p0656t0053r03,17,656,3,53,67,1.6953125,3.45703125,1.76171875,0.9375,42.0,0.5166,0.470458984375
f17p0656t0055r01,17,656,1,55,74,1.8212890625,3.763671875,1.94140625,0.78857421875,57.0,0.546,0.5283203125
f17p0656t0055r02,17,656,2,55,73,1.435546875,3.197265625,1.76171875,0.90771484375,54.0,0.5083,0.48828125
f17p0656t0069r03,17,656,3,69,83,1.63671875,3.185546875,1.5498046875,0.96240234375,42.0,0.5063,0.46923828125
f17p0656t0069r04,17,656,4,69,86,1.8203125,3.716796875,1.896484375,0.86279296875,51.0,0.5527,0.489990234375
f17p0656t0073r02,17,656,2,73,88,1.5615234375,3.068359375,1.5068359375,0.83544921875,45.0,0.512,0.5546875
f17p0656t0073r03,17,656,3,73,93,1.63671875,3.658203125,2.021484375,0.75830078125,60.0,0.5083,0.47998046875
f17p0656t0074r01,17,656,1,74,91,1.98828125,3.845703125,1.857421875,0.73828125,51.0,0.4773,0.5263671875
f17p0656t0074r02,17,656,2,74,91,1.7744140625,3.798828125,2.025390625,0.88427734375,51.0,0.512,0.49658203125
f17p0656t0091r02,17,656,2,91,108,1.8212890625,3.716796875,1.896484375,0.79736328125,51.0,0.5117,0.457763671875
f17p0656t0091r03,17,656,3,91,105,1.8857421875,3.21875,1.33203125,0.84375,42.0,0.535,0.51123046875
f17p0656t0091r04,17,656,4,91,106,1.9130859375,3.51953125,1.6064453125,0.81396484375,45.0,0.483,0.463134765625
f17p0656t0108r03,17,656,3,108,124,1.701171875,3.38671875,1.6845703125,0.84228515625,48.0,0.486,0.55810546875
f17p0656t0108r04,17,656,4,108,123,2.015625,3.326171875,1.3115234375,0.7021484375,45.0,0.4802,0.52734375
f17p0656t0123r01,17,656,1,123,138,1.951171875,3.65234375,1.7001953125,0.89111328125,45.0,0.477,0.498779296875
f17p0656t0123r02,17,656,2,123,140,1.5654296875,3.2578125,1.69140625,0.8017578125,51.0,0.5303,0.460693359375
f17p0656t0124r03,17,656,3,124,140,1.830078125,3.61328125,1.7822265625,0.83837890625,48.0,0.512,0.45556640625
f17p0656t0124r04,17,656,4,124,140,1.6953125,3.384765625,1.689453125,0.978515625,48.0,0.5186,0.5390625
f17p0656t0138r01,17,656,1,138,156,1.8212890625,4.046875,2.2265625,0.736328125,54.0,0.482,0.466064453125
f17p0656t0138r02,17,656,2,138,154,1.830078125,3.583984375,1.7548828125,0.81982421875,48.0,0.492,0.599609375
f17p0656t0140r03,17,656,3,140,157,1.5009765625,3.44921875,1.94921875,0.96630859375,51.0,0.498,0.51025390625
f17p0656t0140r04,17,656,4,140,156,1.755859375,3.251953125,1.4951171875,0.75927734375,48.0,0.4902,0.52001953125
f17p0656t0154r03,17,656,3,154,176,1.435546875,3.849609375,2.4140625,0.87890625,66.0,0.4958,0.54150390625
f17p0656t0156r01,17,656,1,156,173,1.8857421875,3.771484375,1.8857421875,0.80224609375,51.0,0.4438,0.5859375
f17p0656t0156r02,17,656,2,156,167,2.16015625,3.32421875,1.1640625,0.771484375,33.0,0.492,0.58935546875
f17p0656t0173r01,17,656,1,173,183,2.2109375,3.32421875,1.1142578125,0.8203125,30.0,0.4849,0.43017578125
f17p0656t0173r02,17,656,2,173,190,1.5615234375,3.19921875,1.6376953125,0.78857421875,51.0,0.4565,0.548828125
f17p0656t0189r04,17,656,4,189,207,1.5615234375,3.646484375,2.083984375,0.86669921875,54.0,0.4912,0.5361328125
f17p0656t0190r03,17,656,3,190,209,1.755859375,3.916015625,2.16015625,0.8095703125,57.0,0.4888,0.5517578125
f17p0656t0207r01,17,656,1,207,223,2.404296875,4.16796875,1.763671875,0.63671875,48.0,0.4543,0.40673828125
f17p0656t0207r02,17,656,2,207,224,1.8212890625,3.3046875,1.4833984375,0.697265625,51.0,0.4941,0.467529296875
f17p0656t0208r02,17,656,2,208,222,2.14453125,3.64453125,1.5,0.76025390625,42.0,0.4912,0.53515625
f17p0656t0222r03,17,656,3,222,241,1.9501953125,4.296875,2.345703125,0.86376953125,57.0,0.4692,0.4248046875
f17p0656t0223r02,17,656,2,223,241,2.47265625,3.994140625,1.5205078125,0.57763671875,54.0,0.5376,0.52099609375
f17p0656t0224r04,17,656,4,224,243,1.759765625,3.9140625,2.154296875,0.80810546875,57.0,0.516,0.467529296875
f17p0656t0239r02,17,656,2,239,258,1.759765625,3.771484375,2.01171875,0.80029296875,57.0,0.481,0.482666015625
f17p0656t0241r03,17,656,3,241,256,2.080078125,3.84375,1.7626953125,0.84033203125,45.0,0.5215,0.50830078125
f17p0656t0256r03,17,656,3,256,273,1.9541015625,4.0390625,2.0859375,0.81396484375,51.0,0.4739,0.453125
f17p0656t0257r01,17,656,1,257,277,1.9501953125,4.23046875,2.279296875,0.7744140625,60.0,0.479,0.53857421875
f17p0656t0257r02,17,656,2,257,277,1.8203125,4.12109375,2.30078125,0.81005859375,60.0,0.503,0.5107421875
f17p0656t0258r03,17,656,3,258,273,1.8212890625,3.515625,1.6953125,0.896484375,45.0,0.502,0.463623046875
f17p0656t0258r04,17,656,4,258,272,1.951171875,3.541015625,1.5888671875,0.91357421875,42.0,0.4856,0.48291015625
f17p0656t0273r03,17,656,3,273,291,1.6298828125,3.490234375,1.8603515625,0.833984375,54.0,0.4878,0.496826171875
f17p0656t0277r02,17,656,2,277,294,1.951171875,4.1015625,2.15234375,0.8740234375,51.0,0.5225,0.476318359375
f17p0656t0277r04,17,656,4,277,291,2.015625,3.724609375,1.708984375,0.9228515625,42.0,0.522,0.52392578125
f17p0656t0294r03,17,656,3,294,309,1.9541015625,3.58984375,1.6357421875,0.8212890625,45.0,0.52,0.4541015625
f17p0656t0294r04,17,656,4,294,311,2.1484375,4.234375,2.083984375,0.77099609375,51.0,0.5137,0.400390625
f17p0656t0310r04,17,656,4,310,326,2.083984375,3.390625,1.306640625,0.6591796875,48.0,0.4778,0.479248046875
f17p0656t0330r01,17,656,1,330,339,2.279296875,2.8125,0.53271484375,0.63623046875,27.0,0.4517,0.55517578125
f17p0656t0330r03,17,656,3,330,344,2.08984375,3.7109375,1.6220703125,0.84228515625,42.0,0.5264,0.54345703125
f17p0656t0343r04,17,656,4,343,362,1.59375,3.60546875,2.01171875,0.8046875,57.0,0.5176,0.5078125
f17p0656t0344r04,17,656,4,344,362,2.015625,3.90234375,1.8857421875,0.74853515625,54.0,0.4912,0.4833984375
f17p0656t0362r02,17,656,2,362,373,1.8857421875,2.8671875,0.98046875,0.64599609375,33.0,0.4326,0.43310546875
f17p0731t0016r02,17,731,2,16,33,1.759765625,3.447265625,1.6875,0.83740234375,51.0,0.5146,0.4716796875
f17p0731t0016r03,17,731,3,16,35,1.49609375,3.595703125,2.099609375,0.8466796875,57.0,0.5015,0.5244140625
f17p0731t0017r04,17,731,4,17,30,2.0234375,3.455078125,1.431640625,0.76171875,39.0,0.4822,0.5107421875
f17p0731t0019r01,17,731,1,19,34,2.083984375,3.779296875,1.6953125,0.8427734375,45.0,0.518,0.5341796875
f17p0731t0019r02,17,731,2,19,42,1.765625,4.4453125,2.677734375,0.8251953125,69.0,0.5215,0.5283203125
f17p0731t0034r01,17,731,1,34,47,2.01953125,3.580078125,1.5615234375,0.85546875,39.0,0.4973,0.419189453125
f17p0731t0034r02,17,731,2,34,52,1.759765625,3.849609375,2.08984375,0.81201171875,54.0,0.5312,0.4755859375
f17p0731t0042r03,17,731,3,42,55,2.34765625,3.984375,1.63671875,0.88623046875,39.0,0.4827,0.55859375
f17p0731t0042r04,17,731,4,42,54,2.095703125,3.580078125,1.484375,0.9921875,36.0,0.496,0.490478515625
f17p0731t0047r02,17,731,2,47,66,2.080078125,3.771484375,1.6923828125,0.712890625,57.0,0.5205,0.5
f17p0731t0052r03,17,731,3,52,68,1.830078125,3.259765625,1.4296875,0.73681640625,48.0,0.4958,0.5
f17p0731t0052r04,17,731,4,52,68,2.01953125,3.45703125,1.4375,0.67724609375,48.0,0.5044,0.5078125
f17p0731t0065r01,17,731,1,65,81,1.8857421875,3.646484375,1.759765625,0.8642578125,48.0,0.503,0.552734375
f17p0731t0065r02,17,731,2,65,80,1.8212890625,3.59765625,1.775390625,0.892578125,45.0,0.5103,0.45751953125
f17p0731t0066r04,17,731,4,66,77,1.8857421875,2.939453125,1.0537109375,0.79443359375,33.0,0.4744,0.42529296875
f17p0731t0081r01,17,731,1,81,96,2.015625,3.7109375,1.6943359375,0.86474609375,45.0,0.4995,0.50830078125
f17p0731t0081r02,17,731,2,81,96,1.6298828125,3.33203125,1.7021484375,0.91259765625,45.0,0.4868,0.5283203125
f17p0731t0096r01,17,731,1,96,114,1.8857421875,4.03125,2.146484375,0.8076171875,54.0,0.4783,0.51611328125
f17p0731t0096r02,17,731,2,96,112,1.82421875,3.85546875,2.03125,0.90869140625,48.0,0.521,0.4580078125
f17p0731t0096r03,17,731,3,96,113,1.759765625,3.326171875,1.56640625,0.83349609375,51.0,0.4585,0.56982421875
f17p0731t0112r02,17,731,2,112,128,1.765625,3.1953125,1.4296875,0.77587890625,48.0,0.5044,0.51025390625
f17p0731t0112r03,17,731,3,112,127,2.08984375,3.705078125,1.6171875,0.76513671875,45.0,0.4753,0.4560546875
f17p0731t0114r01,17,731,1,114,127,2.080078125,3.31640625,1.2353515625,0.751953125,39.0,0.4712,0.54931640625
f17p0731t0114r02,17,731,2,114,130,1.951171875,3.91796875,1.9677734375,0.81396484375,48.0,0.4858,0.5146484375
f17p0731t0127r01,17,731,1,127,146,1.8212890625,3.650390625,1.8291015625,0.76611328125,57.0,0.5054,0.49853515625
f17p0731t0128r04,17,731,4,128,138,1.6298828125,2.779296875,1.1494140625,0.88818359375,30.0,0.4375,0.39208984375
f17p0731t0130r03,17,731,3,130,146,2.015625,4.1015625,2.083984375,0.947265625,48.0,0.4883,0.5390625
f17p0731t0145r02,17,731,2,145,161,1.8203125,3.57421875,1.7548828125,0.810546875,48.0,0.5083,0.490966796875
f17p0731t0145r03,17,731,3,145,162,1.4296875,3.32421875,1.8955078125,0.92138671875,51.0,0.4893,0.509765625
f17p0731t0146r01,17,731,1,146,159,1.8203125,3.060546875,1.240234375,0.8544921875,39.0,0.5,0.490234375
f17p0731t0146r02,17,731,2,146,165,1.830078125,3.923828125,2.091796875,0.78466796875,57.0,0.5327,0.5478515625
f17p0731t0159r01,17,731,1,159,175,1.5009765625,3.08203125,1.5810546875,0.8193359375,48.0,0.486,0.5341796875
f17p0731t0159r02,17,731,2,159,178,1.5595703125,3.724609375,2.1640625,0.8642578125,57.0,0.49,0.49365234375
f17p0731t0161r04,17,731,4,161,179,1.7548828125,3.71484375,1.958984375,0.87548828125,54.0,0.4922,0.5087890625
f17p0731t0165r03,17,731,3,165,180,2.1484375,3.884765625,1.736328125,0.80078125,45.0,0.5244,0.52099609375
f17p0731t0175r01,17,731,1,175,194,1.6455078125,3.3203125,1.67578125,0.72314453125,57.0,0.4937,0.54931640625
f17p0731t0175r02,17,731,2,175,198,1.435546875,3.345703125,1.91015625,0.748046875,69.0,0.502,0.5302734375
f17p0731t0178r03,17,731,3,178,192,1.8388671875,3.576171875,1.7373046875,0.89892578125,42.0,0.4734,0.50927734375
f17p0731t0194r01,17,731,1,194,211,1.82421875,3.384765625,1.560546875,0.74462890625,51.0,0.4775,0.47998046875
f17p0731t0194r02,17,731,2,194,213,1.49609375,3.4609375,1.96484375,0.85791015625,57.0,0.4973,0.48974609375
f17p0731t0198r03,17,731,3,198,218,1.7744140625,3.447265625,1.6728515625,0.69677734375,60.0,0.4905,0.4716796875
f17p0731t0211r01,17,731,1,211,232,1.625,3.9140625,2.2890625,0.85009765625,63.0,0.4873,0.484130859375
f17p0731t0211r02,17,731,2,211,228,1.759765625,3.548828125,1.7890625,0.82763671875,51.0,0.4966,0.5361328125
f17p0731t0213r03,17,731,3,213,230,1.6953125,3.318359375,1.6220703125,0.8505859375,51.0,0.4976,0.509765625
f17p0731t0213r04,17,731,4,213,220,1.765625,2.5390625,0.7724609375,1.0390625,21.0,0.4734,0.56396484375
f17p0731t0228r02,17,731,2,228,245,1.9033203125,3.654296875,1.751953125,0.82421875,51.0,0.502,0.5185546875
f17p0731t0228r03,17,731,3,228,241,1.6455078125,2.693359375,1.0478515625,0.8037109375,39.0,0.4453,0.38916015625
f17p0731t0232r01,17,731,1,232,248,1.8955078125,3.515625,1.6201171875,0.8671875,48.0,0.4746,0.5546875
f17p0731t0245r03,17,731,3,245,261,1.8955078125,3.05859375,1.1630859375,0.671875,48.0,0.4773,0.5107421875
f17p0731t0248r01,17,731,1,248,265,1.9501953125,3.9375,1.986328125,0.79345703125,51.0,0.452,0.501953125
f17p0731t0265r01,17,731,1,265,282,1.9765625,3.904296875,1.927734375,0.7431640625,51.0,0.5103,0.53271484375
f17p0731t0265r02,17,731,2,265,282,1.9599609375,3.38671875,1.4267578125,0.65380859375,51.0,0.508,0.53759765625
f17p0731t0282r01,17,731,1,282,299,2.080078125,3.9765625,1.8955078125,0.80322265625,51.0,0.4912,0.50732421875
f17p0731t0282r02,17,731,2,282,297,1.82421875,3.224609375,1.400390625,0.75634765625,45.0,0.514,0.525390625
f17p0731t0282r04,17,731,4,282,306,1.5654296875,4.09765625,2.53125,0.794921875,72.0,0.4905,0.5712890625
f17p0731t0297r02,17,731,2,297,315,1.6953125,3.318359375,1.6220703125,0.71337890625,54.0,0.4814,0.490234375
f17p0731t0297r03,17,731,3,297,316,1.5302734375,3.001953125,1.47265625,0.70751953125,57.0,0.4746,0.501953125
f17p0731t0299r01,17,731,1,299,317,2.015625,3.91015625,1.8955078125,0.7138671875,54.0,0.4744,0.515625
f17p0731t0299r02,17,731,2,299,316,1.9599609375,3.744140625,1.7841796875,0.7578125,51.0,0.5283,0.493896484375
f17p0731t0315r03,17,731,3,315,339,1.6259765625,4.30859375,2.68359375,0.78955078125,72.0,0.4895,0.513671875
f17p0731t0315r04,17,731,4,315,336,1.69140625,3.837890625,2.146484375,0.82568359375,63.0,0.4976,0.54248046875
f17p0731t0316r02,17,731,2,316,331,1.8486328125,3.580078125,1.732421875,0.8447265625,45.0,0.523,0.491455078125
