,sb,sd,delta,elong_rate,tau
4480,2.2749999,4.431793,2.156793,0.5695073527068326,72.5
4481,2.0558755,3.4870796,1.431204,0.7936127134151855,45.0
4482,1.8272948,3.8584201,2.0311255,0.8346043386949372,57.5
4483,1.7549999,3.95179,2.1967902,0.7139842263583476,70.0
4484,2.08,4.0984807,2.0184808,0.813666412525608,50.0
4485,2.2749999,5.113911,2.8389113,0.824245055272028,62.5
4486,1.885,3.628016,1.743016,0.839777811667078,50.0
4487,2.6794858,4.4622293,1.7827435,0.8380070938783536,40.0
4488,2.0237815,4.7710376,2.747256,0.7838588191566398,70.0
4489,1.8199999,4.3136,2.4936004,0.7892712030655289,65.0
4490,2.5349998,5.159219,2.6242187,0.8008454213500505,57.5
4491,1.8199999,4.095,2.2749999,0.6477298736572257,72.5
4492,2.0344245,4.131828,2.0974035,0.798551825195434,57.5
4493,2.182127,4.135441,1.9533138,0.869774622075698,42.5
4494,1.7549999,3.0426807,1.2876807,0.6375564847673688,52.5
4495,2.24555,3.851096,1.6055459,0.7457875703510467,47.5
4496,2.379194,4.036156,1.6569624,1.0089152199881426,37.5
4497,2.1153722,3.3969302,1.281558,0.647131527171417,42.5
4498,2.145,3.705,1.56,0.8847735614599431,45.0
4499,2.2626863,4.354999,2.0923126,0.9543617236724943,45.0
4500,2.4555287,4.41522,1.959691,0.7845707642404646,47.5
4501,1.7549999,3.657469,1.9024692,0.741179644406497,67.5
4503,1.6899999,4.110835,2.420835,0.7627435938004522,77.5
4504,1.9499999,3.4528372,1.5028373,0.6677855896047789,55.0
4505,1.56,4.111751,2.5517514,0.7607866531522405,70.0
4506,1.625,3.705,2.08,0.6537590017459659,72.5
4507,1.6451076,3.709637,2.0645292,0.8143562084695565,60.0
4508,2.145,3.7605674,1.6155674,0.8497003667494825,42.5
4509,2.4833837,4.748966,2.2655826,0.7089791355962329,60.0
4510,2.34,4.6839952,2.3439956,0.677027285649227,62.5
4511,2.2245579,4.0299997,1.805442,0.7165365615448429,52.5
4512,2.21,4.114388,1.9043881,0.6507828861734125,60.0
4513,2.030264,3.6815667,1.6513027,0.7086933002439615,55.0
4514,1.9499999,4.556999,2.6069992,0.9817241378452497,57.5
4515,2.145,4.225,2.08,0.6688703722831532,65.0
4516,2.4451754,4.0427423,1.5975666,0.7162924610055288,45.0
4517,1.9499999,4.0949993,2.1449995,0.8337795579588253,52.5
4518,2.0149999,4.0012345,1.9862344,0.7936271913034088,55.0
4519,2.2749999,4.6314487,2.356449,0.7709027525666469,52.5
4520,2.2749999,4.4925036,2.2175035,0.9297041051528026,45.0
4521,2.2749999,5.010805,2.735805,0.8283760792276128,60.0
4522,2.665,4.2417684,1.5767686,0.8031622582739512,35.0
4523,2.08,4.1076894,2.0276895,0.7095723550216018,60.0
4524,1.885,4.4849997,2.6,0.725514350853531,70.0
4525,2.2749999,4.7487526,2.4737525,0.6191020797897172,67.5
4526,2.160685,4.621131,2.4604456,0.7613417816162086,62.5
4527,2.4190028,4.3058147,1.8868122,0.5965497356912383,60.0
4528,2.2507477,4.311138,2.0603905,0.671283447559065,62.5
4529,2.2180734,4.875,2.6569264,0.8651914720411411,52.5
4530,2.4462202,4.11159,1.6653695,0.8464383872300854,45.0
4531,2.08,4.472465,2.3924654,0.8720988021066531,55.0
4532,1.9499999,4.5207253,2.5707252,0.9305412006001222,57.5
4533,2.1106012,4.2841506,2.1735494,0.6949610079251797,65.0
4534,2.08,3.5749998,1.4949999,0.856638723261215,40.0
4535,1.9203568,4.1495433,2.2291868,0.6472680760526108,70.0
4536,2.0438063,4.3036036,2.2597973,0.8096600972689131,62.5
4537,1.885,4.718172,2.833172,0.7604647819631781,72.5
4538,2.4470787,4.434102,1.9870234,0.766758650586122,50.0
4539,2.3068507,4.079635,1.7727845,1.0244737897600407,37.5
4540,2.405,4.5710416,2.1660419,0.6072171607384304,65.0
4541,3.3149998,5.0049996,1.6899999,0.5502524727269218,47.5
4542,2.4699998,5.080058,2.610058,0.6467908082532948,70.0
4543,2.6,4.488133,1.888133,0.72037787186472,47.5
4544,2.2946756,4.81,2.515324,0.7677577312176046,62.5
4545,2.3299923,4.809293,2.4793005,0.8716828507262382,52.5
4546,2.0149999,4.038292,2.023292,0.798700652184424,52.5
4547,2.1126513,4.5858803,2.473229,0.7082921890985396,67.5
4549,2.9428544,4.8180666,1.8752124,0.5765910307476563,55.0
4550,2.4699998,4.6393685,2.1693685,0.7333224720365248,55.0
4551,2.145,3.8663292,1.7213293,0.9203082357134137,37.5
4552,2.3154514,3.7288475,1.4133961,0.7838818914750042,40.0
4553,1.8199999,3.6691601,1.8491602,0.901038671794693,50.0
4554,2.08,4.531314,2.451314,0.8127399772523409,57.5
4555,2.1175246,4.4528193,2.3352945,0.8480698247873979,55.0
4558,1.365,3.22149,1.85649,0.8425752490499745,60.0
4559,1.7549999,3.3799999,1.625,0.6185299467429132,65.0
4560,1.6899999,3.7234356,2.0334356,0.6619149789042855,70.0
4561,1.7549999,3.5099998,1.7549999,0.5898170302066894,72.5
4563,1.7549999,3.705,1.9499999,0.8454305739270842,57.5
4564,1.7095375,4.002509,2.2929716,0.7849177860078347,67.5
4565,2.0583646,3.4472842,1.3889197,0.8371575004176115,47.5
4567,2.6,4.355,1.7549999,0.5243850077115565,62.5
4568,2.3833535,4.4519386,2.0685852,0.651900069044514,57.5
4569,2.4186623,4.4557962,2.037134,0.7845824105398983,52.5
4570,2.3656988,4.875,2.5093012,0.5027048810568553,90.0
4571,2.5697417,4.823543,2.2538016,0.5507240210847898,72.5
4572,2.5349998,5.0049996,2.4699998,0.7706279334612703,55.0
4574,2.8833776,5.1349998,2.2516222,0.7780469120840559,45.0
4577,2.3107572,4.615,2.3042428,0.7809888364769271,57.5
4578,2.320175,4.4293404,2.1091654,0.8394141548558286,47.5
4579,2.2749999,3.60533,1.3303301,0.5395603477180786,52.5
4580,1.8199999,3.4084587,1.5884588,0.9041385790880987,42.5
4581,2.0149999,4.3893056,2.3743055,0.6846051850342401,70.0
4582,1.7549999,4.289999,2.534999,0.5152055356549232,95.0
4583,2.145,4.140545,1.9955449,0.7252364556685724,60.0
4584,2.2441478,5.0243826,2.7802346,0.6384519537872576,80.0
4585,2.2749999,4.780877,2.505877,0.8140187115402671,55.0
4586,2.6,4.745,2.145,0.8371210482098358,45.0
4587,2.233402,4.2069674,1.9735656,0.7592924910706363,52.5
4588,2.405,4.355,1.9499999,0.8256099925321649,45.0
4589,2.6,4.447489,1.8474888,0.7508196677278487,55.0
4590,2.2749999,3.4813538,1.2063539,0.4605217540965354,42.5
4591,2.5586312,4.745,2.1863685,0.8031091542435858,45.0
4592,2.0149999,3.8433685,1.8283687,0.8563181697030562,45.0
4593,2.1610956,4.20251,2.041414,0.5229211299877454,70.0
4594,2.08,4.2399783,2.1599784,0.6843342551206927,65.0
4595,2.4950414,3.9343812,1.4393399,0.6271668838642712,45.0
4596,2.647408,4.42,1.7725918,0.8083316438338313,42.5
4597,2.261086,4.464711,2.2036252,0.665008548415187,67.5
4598,2.08,4.5499988,2.4699988,0.587012647601203,75.0
4599,2.2493699,4.29,2.04063,0.7197803732098194,55.0
4600,2.074707,3.7330687,1.6583616,0.8726028274087345,42.5
4601,1.6724856,4.036287,2.3638015,0.9670675784972074,55.0
4602,1.885,4.3021183,2.4171185,0.47009108423704116,97.5
4603,1.7549999,3.4649348,1.7099348,0.9371078575358675,42.5
4604,1.7549999,3.5204868,1.765487,0.6271691505544876,72.5
4605,1.885,4.0299997,2.145,0.7678132538173533,60.0
4606,1.885,4.047921,2.1629214,0.7556639275184063,62.5
4607,2.145,4.310764,2.1657636,0.776515152143396,57.5
4608,2.0149999,4.2411003,2.2261002,0.7931013737338731,55.0
4609,2.21,4.5134735,2.3034737,0.8641322990516562,55.0
4610,2.2749999,4.4922905,2.2172909,0.6605925882779626,62.5
4611,2.21,4.706792,2.496792,0.6416310058242979,70.0
4612,2.405,4.707369,2.3023686,0.8181343623570025,52.5
4613,2.21,4.177843,1.9678433,0.8591400122863959,45.0
4614,1.9499999,3.5192108,1.569211,0.8573893210467164,40.0
4615,2.2368011,3.8010612,1.56426,0.779369466445024,42.5
4616,1.6899999,3.778943,2.0889432,0.8438698768615718,60.0
4617,1.9662119,3.9102786,1.9440668,0.9579902450759694,52.5
4618,2.1326342,4.0586433,1.926009,0.7045513612950736,57.5
4619,2.21,4.958477,2.748477,0.7510836185553126,67.5
4620,3.2157664,5.6607714,2.4450047,0.6637690432659977,52.5
4621,3.126082,5.7935104,2.6674287,0.8106542888440582,47.5
4622,3.0856025,5.2845984,2.1989956,0.7784260670097997,45.0
4623,2.665,5.2198677,2.5548675,0.7912873882550024,55.0
4624,2.73,4.5499988,1.819999,0.5473956194790932,52.5
4627,2.491128,4.7733774,2.2822495,0.9587400744943044,40.0
4628,2.4420795,4.7734056,2.331326,0.9582120727090273,40.0
4629,2.2437818,4.4291115,2.18533,1.0250997336656325,45.0
4630,2.4895175,5.203073,2.7135556,0.7311336267911475,62.5
4631,2.4265358,4.0490346,1.6224985,0.6485057429263454,47.5
4632,2.5618982,4.2925863,1.7306882,0.8718497725094057,40.0
4633,2.460277,4.777004,2.316727,0.9073479903371691,47.5
4634,2.4509263,4.841205,2.3902788,0.8677583292910933,47.5
4635,2.2804286,4.529039,2.24861,0.6399777779212358,62.5
4636,3.026903,4.7234144,1.6965115,0.4026093135735935,65.0
4637,2.145,4.585303,2.4403028,0.7033595819582867,70.0
4638,2.6921384,5.265,2.5728614,0.5103290965850342,85.0
4639,2.2229574,4.1657286,1.9427713,0.7753440075039117,55.0
4640,2.145,4.4891014,2.3441017,0.7063501239259591,67.5
4641,2.5382593,4.942911,2.404652,0.4913114595972548,80.0
4642,2.6813827,4.626125,1.9447426,0.6806080050934512,50.0
4643,2.5349998,3.965,1.43,0.6375159213417464,47.5
4644,2.0149999,4.1665564,2.1515563,0.7751266230707576,57.5
4645,2.145,4.6216435,2.4766436,0.5308693668556943,90.0
4646,2.416068,5.5249996,3.1089315,0.6276796316718043,82.5
4647,2.2775526,3.8395896,1.5620369,0.7745645836041797,45.0
4648,1.8199999,4.442518,2.6225183,0.981198721723593,55.0
4649,1.7813257,4.164394,2.3830683,0.6726511011368185,65.0
4650,1.9831854,3.6172428,1.6340574,0.8557126308004193,45.0
4651,1.9499999,3.9913452,2.0413451,0.8097202919217448,57.5
4652,2.162533,4.6934433,2.5309105,0.8816902401890209,57.5
4653,1.885,3.8707943,1.9857943,0.8823171021102302,52.5
4654,1.9188173,3.9185965,1.9997792,0.8956873757498646,50.0
4655,1.8199999,4.1864767,2.3664765,0.8792596286276109,60.0
4656,2.145,4.81411,2.66911,0.6429969740921713,75.0
4657,2.447715,4.421878,1.9741629,0.8586946795968448,42.5
4658,2.08,4.748529,2.6685288,0.5031345758543507,95.0
4659,2.4699998,4.686535,2.216535,0.7912896366862487,52.5
4660,2.554394,3.9020889,1.3476949,0.6441202303942486,42.5
4661,1.9499999,3.7974677,1.8474677,0.7808437498190667,55.0
4662,1.885,3.9902077,2.105208,0.45992035069564013,100.0
4663,2.08,4.4849997,2.405,0.8647840549419449,52.5
4664,2.1166356,3.224077,1.1074413,0.8455379592788812,30.0
4665,2.252135,3.929378,1.6772431,0.8265360280087092,47.5
4666,2.145,4.652585,2.507585,0.6822503392136537,70.0
4667,2.21,4.745,2.5349998,0.6726886099511442,67.5
4668,2.08,3.4279032,1.3479031,0.7861688978531784,42.5
4669,2.0373385,3.3484645,1.3111259,0.6514091534722122,50.0
4670,1.9499999,3.77,1.8199999,0.8128921954662776,55.0
4671,1.7938948,4.0568066,2.262912,0.8019346970778252,62.5
4672,1.9855559,3.5099998,1.524444,0.6731997685941299,57.5
4673,2.34,4.1240387,1.784039,0.6959900417144788,55.0
4674,2.405,4.423015,2.0180151,0.6495138732246736,60.0
4675,2.2749999,4.3657956,2.090796,0.6673838922251824,60.0
4676,2.34,4.377573,2.0375733,0.4285689039947246,95.0
4677,2.34,4.37229,2.0322905,0.852294018394069,47.5
4678,2.34,4.233907,1.8939074,0.7958884289390161,47.5
4679,2.1570926,3.965,1.8079073,0.767990835089431,50.0
4680,1.9499999,3.8999999,1.9499999,0.790742481203008,50.0
4681,1.885,4.619146,2.7341456,0.7712095749202038,72.5
4682,2.08,4.448493,2.3684928,0.8566426870043411,55.0
4683,2.4422014,3.7801936,1.3379922,0.6098285238071124,45.0
4684,2.3747742,4.095,1.7202257,0.7657223493533013,50.0
4685,1.885,4.364033,2.4790335,0.8865820579378048,57.5
4686,2.1740415,4.4996314,2.3255897,0.7884806134150582,62.5
4687,2.2749999,3.77,1.4949999,0.8188603906070483,42.5
4688,1.9499999,5.0049996,3.0549998,0.8352579878363414,67.5
4689,2.1031685,3.984522,1.8813537,0.7695143792862282,50.0
4690,2.257432,4.56064,2.303208,0.9439091331080389,47.5
4691,1.885,3.468045,1.5830451,0.8035833860698494,47.5
4692,1.7549999,3.7831714,2.0281715,0.6799265700120192,65.0
4693,2.0361488,3.7851696,1.7490207,0.6476332805467677,60.0
4694,1.885,3.9828684,2.0978687,0.7133875739056125,60.0
4695,2.0420337,3.7151718,1.6731381,0.9430057441487021,42.5
4696,1.9614197,3.5099998,1.5485802,0.8622659094193412,42.5
4697,1.8199999,3.7257392,1.9057394,0.7261188996356484,60.0
4698,1.885,4.1072135,2.2222137,0.86819761072694,55.0
4699,2.145,4.4906015,2.3456018,0.9272001969186863,47.5
4700,1.7549999,3.586239,1.8312392,0.6247674536784572,75.0
4701,2.0149999,3.2499993,1.2349994,0.4544010788355132,65.0
4702,1.6899999,3.3149998,1.625,0.705755322497824,60.0
4703,1.8199999,3.705,1.885,0.6302226888216454,62.5
4704,2.0149999,4.0299997,2.0149999,0.6802596626700932,67.5
4705,1.9763635,3.6399999,1.6636363,0.881484999376185,42.5
4706,1.56,3.385916,1.8259162,0.49545783381308284,77.5
4707,1.6899999,3.3799999,1.6899999,0.7678944077752947,55.0
4708,1.9499999,3.847352,1.8973521,0.8561268967467469,52.5
4709,2.6649525,4.2903852,1.6254326,0.6150908721120714,50.0
4710,2.9497554,5.071562,2.1218064,0.7830169311617905,45.0
4711,2.73,4.236242,1.5062418,0.7079192978995202,37.5
4712,2.2749999,4.175837,1.9008373,0.7113281921718428,60.0
4713,2.2229574,4.8817363,2.658779,0.5310712589937099,87.5
4714,2.4865072,4.3018193,1.8153121,0.6839430887896307,50.0
4715,2.3747742,4.9399996,2.5652256,0.701879274277459,70.0
4716,2.703541,5.5432696,2.8397286,0.48297488108402536,87.5
4717,1.7549999,3.3696933,1.6146934,0.6170579294057994,62.5
4718,1.8199999,3.8098283,1.9898282,0.5922084847474703,65.0
4719,1.9594581,3.5099998,1.5505418,0.6830040475596552,57.5
4720,2.225183,3.9405084,1.7153254,0.8774499332203577,42.5
4721,2.0149999,3.353342,1.3383421,0.9059373205834705,35.0
4723,2.0149999,4.9535503,2.9385507,0.7370521122598881,72.5
4724,1.8199999,4.486498,2.666498,0.6232313682688748,82.5
4725,2.405,4.354999,1.949999,0.7215262046309932,55.0
4726,1.8537194,3.7182302,1.8645109,0.7402284022847628,57.5
4727,1.9499999,3.8043664,1.8543665,0.7339844797910906,57.5
4728,1.8199999,3.5749993,1.7549994,0.7369428114457564,57.5
4730,1.7549999,3.6536763,1.8986764,0.8238658549622726,55.0
4731,2.0272944,3.8999999,1.8727056,0.8087456604641489,55.0
4732,1.56,3.8999999,2.34,0.8790389926616966,62.5
4733,1.7549999,3.2828286,1.5278287,0.892165099873262,42.5
4734,1.8478346,3.5749998,1.7271653,0.7870287483254107,55.0
4735,1.8199999,3.7049994,1.8849994,0.80551575456616,55.0
4736,1.7549999,3.77,2.0149999,0.8208766738228167,60.0
4738,1.8199999,3.7230988,1.903099,0.8530273982456759,52.5
4739,1.6899999,3.3799994,1.6899995,0.834520706082275,45.0
4740,1.885,3.7049994,1.8199995,0.7240321570234343,57.5
4741,2.2383873,3.77,1.5316125,0.805991885536596,47.5
4742,1.8199999,3.4613643,1.6413642,0.8627435312182513,45.0
4743,1.6600957,3.8999999,2.2399044,0.5728131986433449,77.5
4744,1.6899999,3.445,1.7549999,0.739910331394363,60.0
4745,1.9499999,3.0910559,1.141056,0.8538265023912701,37.5
4746,2.08,3.3924918,1.3124919,1.0220280427199127,32.5
4747,1.7549999,4.1781917,2.4231918,0.7630174235808539,65.0
4748,2.2170975,4.2940564,2.0769587,0.8057336204930363,47.5
4749,2.2467299,4.68,2.43327,0.8073510676706509,55.0
4750,2.405,3.997382,1.592382,0.7053997789918192,57.5
4751,2.0957892,3.5250967,1.4293075,0.5601195025753692,52.5
4752,2.5069344,4.684046,2.1771116,0.9869187691632473,40.0
4753,2.308181,4.1642175,1.8560365,0.8331489562988273,45.0
4754,2.0926878,3.9649994,1.8723116,0.782324899945938,52.5
4755,2.145,4.578836,2.4338362,0.7425580919705892,62.5
4756,2.1731613,3.6526792,1.479518,0.6388588871100016,65.0
4757,2.08,3.7900784,1.7100784,0.7012592172434204,57.5
4758,1.8199999,4.029048,2.209048,0.7382199486292451,70.0
4759,1.7549999,4.4179177,2.6629176,0.7058417095857513,82.5
4760,2.0149999,4.6240816,2.6090815,0.7641441918118093,67.5
4761,2.34,3.8394425,1.4994426,0.7264941868029136,47.5
4762,2.08,4.3093157,2.2293155,0.788786192656504,57.5
4763,2.21,4.095,1.885,0.5490506803265132,70.0
4764,2.21,4.557403,2.3474033,0.8375671403304399,60.0
4765,1.7873344,3.6149106,1.827576,0.6902228935905124,60.0
4766,1.71655,4.00969,2.29314,0.6898251409796853,70.0
4767,2.2749999,4.1173396,1.8423395,0.9282544528736817,40.0
4768,1.9499999,4.113934,2.163934,0.6695632480439686,67.5
4769,2.0149999,4.387039,2.3720393,0.4808590384090641,87.5
4770,2.1925645,3.445,1.2524354,0.9333801269531233,32.5
4771,2.0149999,3.9251773,1.9101774,0.8363703849620387,50.0
4772,2.0882962,4.095,2.0067036,0.8222966990076489,50.0
4773,1.6899999,3.9399552,2.2499552,0.9663460207550887,57.5
4774,2.0382414,4.5777855,2.5395443,0.7106546408241382,70.0
4775,1.9229419,4.1864767,2.2635345,0.7054022205618266,67.5
4776,2.7089183,4.1175604,1.4086423,0.7951049385489999,35.0
4777,2.145,3.7383547,1.5933547,0.5377144872225246,62.5
4778,2.145,4.0462117,1.9012117,0.9592060585140078,45.0
4779,2.0404277,3.4534671,1.4130394,1.0700433304259835,30.0
4780,1.885,3.1202679,1.235268,0.7659958975655702,37.5
4781,2.1488962,3.6608584,1.511962,0.7545766328510487,45.0
4782,2.100277,3.795013,1.6947359,0.6169204852892014,60.0
4783,2.21,3.8706334,1.6606333,0.5887372258152422,57.5
4784,2.3557582,3.6399999,1.2842417,0.6226718005012074,42.5
4785,2.2404308,3.715936,1.4755052,0.7698615999782779,40.0
4786,1.7281691,4.1657286,2.4375594,0.7838299580109412,67.5
4787,2.123442,3.7873888,1.6639467,0.7293054896189718,50.0
4788,2.4699998,4.1914253,1.7214253,0.7141142393413342,47.5
4789,2.08,4.0299997,1.9499999,0.6903983688354496,62.5
4790,2.145,4.68,2.5349998,0.8380585158362625,55.0
4791,2.4589884,5.665684,3.2066958,0.5426005137959352,95.0
4792,2.9899998,5.202652,2.212652,0.6595760369152751,55.0
4793,2.7419417,4.946375,2.204433,0.7787844378249078,50.0
4794,2.470296,4.1671424,1.6968465,0.46271727237795424,72.5
4795,2.145,4.316387,2.1713874,0.5508363916274696,82.5
4796,2.925,4.9399996,2.0149999,0.37737488709514555,75.0
4797,2.174949,3.8349998,1.6600509,0.865199399068259,45.0
4798,1.9947484,3.8067298,1.8119814,0.5969040750086997,70.0
4799,2.123442,3.9930856,1.8696436,0.8775867574355188,42.5
4800,2.0558755,3.8905032,1.8346275,0.7501843041582065,57.5
4802,1.9855559,3.8557558,1.8701998,0.6492579229946797,70.0
4803,1.6899999,3.822835,2.132835,0.8172661026664397,60.0
4804,2.1144443,4.3845954,2.2701511,0.7388254385728097,62.5
4805,2.103785,4.225,2.1212149,0.5116455596853882,85.0
4806,2.5073621,4.3621907,1.8548285,0.711435858647627,50.0
4807,2.2749999,4.3806305,2.1056306,0.9567780915428602,42.5
4808,2.2493699,3.9887936,1.7394239,0.7893711491634972,47.5
4809,2.3016357,4.062698,1.7610619,0.6599338308557308,52.5
4810,2.21,5.399896,3.189896,0.590618068429179,92.5
4811,1.794871,4.12282,2.3279488,0.7879925507765553,67.5
4812,2.0149999,3.5099998,1.4949999,0.5461262179643671,65.0
4813,1.7549999,3.1325994,1.3775994,0.8226844293797899,57.5
4814,1.8186634,3.581678,1.7630144,0.716379870539127,57.5
4815,1.8199999,3.8033116,1.9833118,0.8445556566312719,52.5
4817,2.0755186,3.4747345,1.3992159,0.5965052141031254,57.5
4818,2.038566,4.0988355,2.0602694,0.6948450773190207,67.5
4819,2.145,4.4316072,2.2866073,0.7830419628436756,62.5
4820,2.34,4.185022,1.8450221,0.6326490485149872,60.0
4821,2.0149999,3.7184129,1.7034129,0.7680888064495923,52.5
4822,1.6899999,3.5281675,1.8381677,0.6528918017307529,72.5
4823,2.0013652,4.748978,2.747613,0.539816952910018,97.5
4824,2.737784,4.2299004,1.4921165,0.6663532466678818,32.5
4825,1.7549999,2.6841128,0.92911285,0.745564584417658,35.0
4826,1.4949999,3.3149998,1.8199999,0.7951975499028748,60.0
4827,1.84767,3.5864122,1.7387422,0.7927211216517848,50.0
4828,2.0149999,4.755236,2.740236,0.7682363012154153,70.0
4829,1.8359439,3.5099998,1.6740559,0.832803816544382,47.5
4830,2.3528104,4.100402,1.7475917,0.9939310618809263,37.5
4831,2.4699998,4.6372104,2.1672103,0.6231866455078122,62.5
4832,1.8199999,3.8484092,2.0284092,0.6397374705923802,70.0
4833,2.253908,4.774004,2.5200963,0.4978188237131238,85.0
4834,2.1610956,3.876147,1.7150514,0.8443630206695644,45.0
4835,2.3808284,4.178018,1.7971898,0.8031796139460213,45.0
4836,2.08,4.182112,2.102112,0.7046282298748311,62.5
4837,1.9001255,4.1864767,2.286351,0.7908480387148648,60.0
4838,2.0149999,4.129858,2.114858,0.8261437300300276,55.0
4839,2.033991,3.5749998,1.5410088,0.7275871182373812,45.0
4840,1.8199999,4.501842,2.681842,0.6421411834845024,87.5
4841,2.0149999,3.786204,1.7712041,0.7672281661590966,52.5
4842,1.8199999,4.095,2.2749999,0.7254483780494112,62.5
4843,2.0149999,4.492388,2.477388,0.7031778542279026,72.5
4844,2.1642141,3.904901,1.7406868,0.7151108357813448,52.5
4845,1.9499999,3.580276,1.6302762,0.6873186801800532,55.0
4846,2.123442,3.9990242,1.8755821,0.7980645574125133,50.0
4847,1.8199999,3.6669803,1.8469805,0.8228037927383767,50.0
4848,2.030264,4.058012,2.0277479,0.8586435788637621,52.5
4849,1.7414476,3.8663287,2.1248813,0.7610995092147423,65.0
4850,1.8447589,3.6763892,1.8316303,0.757282140226705,57.5
4851,2.0149999,4.894505,2.8795052,0.6678672793077263,82.5
4852,2.182127,4.118191,1.9360639,0.7494196433525568,52.5
4854,2.4275682,5.2218246,2.7942564,0.6820708089695746,67.5
4856,2.4068925,4.108916,1.702023,0.6921162941844894,55.0
4857,2.21,4.4849987,2.274999,0.6074310421747924,70.0
4858,2.4266026,4.615,2.1883974,0.5061422600424534,80.0
4859,2.405,4.615,2.21,0.4593795872536029,87.5
4860,2.405,4.5499997,2.145,0.712044367475202,55.0
4861,2.435241,4.2941155,1.8588743,0.865795359892004,42.5
4862,1.9084657,3.5099993,1.6015335,0.728516965880431,50.0
4863,1.7549999,3.7358727,1.9808729,0.7045785713195812,62.5
4864,1.7977598,3.965,2.1672401,0.794286015828451,65.0
4865,2.002374,3.731383,1.7290092,0.642132964501015,62.5
4866,1.9499999,3.983896,2.0338962,0.7527871189946709,60.0
4867,2.3900208,4.168113,1.7780925,0.49503582294170667,65.0
4868,2.2443063,4.319247,2.0749404,0.6232765432504488,62.5
4869,2.08,4.225,2.145,0.6618263573000276,67.5
4870,1.9376271,3.8999999,1.9623728,0.7277162185082059,62.5
4871,1.8993847,3.9976504,2.098266,0.6389554855271518,72.5
4872,2.3103254,4.3191013,2.008776,0.5142574153705967,70.0
4873,2.145,3.8819735,1.7369736,0.8655065943951216,45.0
4874,1.8199999,3.8530405,2.0330405,0.5890747736505476,75.0
4875,2.9487998,4.744999,1.796199,0.7772875377110094,37.5
4876,2.7707274,4.228799,1.4580717,0.7368966909555272,35.0
4877,2.138718,4.095,1.9562819,0.6487068259197717,60.0
4878,2.0639377,3.4925804,1.4286427,0.7641944826202869,45.0
4879,1.8383713,3.224429,1.3860577,0.6521300332550269,55.0
4880,1.9499999,3.5665164,1.6165164,0.8198571515157117,45.0
4881,2.08,3.4001257,1.3201257,0.7372308128758485,47.5
4882,2.8953328,4.4927845,1.5974518,0.48483030982639125,60.0
4883,2.4267905,4.16,1.7332094,0.6619059748463784,52.5
4884,1.6899999,3.4790692,1.7890693,0.707374007183573,60.0
4885,2.145,3.6399999,1.4949999,0.6938223764992325,45.0
4886,1.885,3.4656289,1.5806289,0.6520478131742797,57.5
4887,1.9066825,3.8579397,1.9512572,0.6129251771372541,72.5
4888,1.7549999,3.6399999,1.885,0.7216899578387894,62.5
4889,2.8855762,5.0092926,2.123716,0.3484059918828365,87.5
4890,1.885,3.5226235,1.6376235,0.6792571761391375,57.5
4891,1.6899999,3.6478257,1.9578259,0.8481675494800905,57.5
4892,1.6899999,3.6230009,1.9330008,0.8159860614192862,55.0
4893,1.8660549,3.6154675,1.7494128,0.6876607181714929,60.0
4894,2.145,4.095,1.9499999,0.7398604248150253,55.0
4895,2.2892635,4.009379,1.7201153,0.627919138203496,60.0
4896,1.56,3.705,2.145,0.7801863117562513,70.0
4898,2.8733726,5.0049996,2.131627,0.692601714456892,50.0
4899,2.7681932,4.761984,1.9937906,0.7363827454416381,47.5
4900,2.5349998,4.360761,1.8257614,0.5505325873001765,60.0
4901,2.21,4.5698533,2.3598533,0.6178106740190467,72.5
4902,1.998532,4.257433,2.2589006,0.5561167832343812,77.5
4903,1.9499999,4.2169666,2.2669666,0.6769091169235154,72.5
4904,2.4435463,4.0354576,1.5919116,0.7682537471546856,42.5
4905,2.1723297,4.614999,2.4426694,0.801451845583708,60.0
4906,2.0149999,3.965,1.9499999,0.7641169486107755,52.5
4907,2.1415882,3.8332257,1.6916374,0.7108905222508839,52.5
4908,2.2395518,4.1104884,1.8709366,0.7887161154496037,47.5
4909,2.215049,4.42,2.2049508,0.7703326261359889,55.0
4910,2.1969807,4.1456304,1.9486495,0.6765779509911161,62.5
4911,2.0149999,4.095627,2.080627,0.8294681159202043,55.0
4912,2.1836424,4.042187,1.8585448,0.5195171158889242,72.5
4914,2.590078,4.0695243,1.4794459,0.6854262071497316,42.5
4915,2.2780359,3.7432368,1.4652009,0.9202466215406127,37.5
4916,2.2749999,4.615,2.34,0.9033465449971363,50.0
4917,2.131192,3.462743,1.3315511,0.7722154939329456,52.5
4918,1.885,4.095,2.21,0.5796286484290816,75.0
4919,2.0798209,4.264934,2.1851132,0.5715729887262355,72.5
4920,2.060755,4.8487177,2.7879624,0.522112517151108,100.0
4921,2.4313054,5.039089,2.6077838,0.8114935478068311,55.0
4922,2.0623853,4.249216,2.186831,0.7130679047413361,65.0
4923,1.9499999,4.1680818,2.2180817,0.5717394849924392,85.0
4924,2.3975837,3.9816308,1.5840468,0.5801703788546234,55.0
4925,1.9243369,2.8916519,0.96731496,0.9169357273128482,30.0
4926,2.86,4.4241195,1.5641195,0.8612339313213624,35.0
4927,2.145,4.289999,2.144999,0.7646816033956214,55.0
4928,2.145,4.113491,1.9684912,0.8659369447177515,50.0
4929,1.9499999,3.9123545,1.9623545,0.7360284277108987,62.5
